Pay Grade/Step,Annual Salary,Class #,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
NS,"42,177.35",10121,Office Support Rep 2,Juvenile Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1973,9/25/06,N
SR0905,"46,259.74",10103,Application Tech 3,Emergency Communication Center,Full Time,003,Technicians,F,02,Black,1965,10/9/06,N
SR0205,"10,942.88",05070,Library Page,Public Library,Part Time,005,Para-Professional,F,01,White (Not of Hispanic Origin),1951,10/9/06,N
NS,"34,538.40",06506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1951,3/28/11,N
CA0100,"12,005.76",10680,Security & Parking Off 1 -MCC,Convention Center Authority,Part Time,004,Protective Service Workers,M,02,Black,1962,10/11/06,N
SR0610,"38,683.25",07796,Police Operations Asst 3,Police,Full Time,004,Protective Service Workers,F,01,White (Not of Hispanic Origin),1982,10/16/06,N
PS0404,"50,609.12",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1976,8/1/10,N
NS,"9,418.24",09020,Seasonal/Part-time/Temporary,County Clerk,Part Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1939,10/9/06,N
SR1005,"51,096.52",04835,Social Worker 3,Social Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1965,10/9/06,Y
NS,"10,000.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1978,9/1/14,Y
TG0805,"40,063.78",07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1964,10/23/06,N
NS,"37,269.00",10762,Domestic Vio Victim Adv-MO,Office of Family Safety,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1990,11/10/14,N
SR1400,"79,729.28",07407,Information Systems Advisor 2,Justice Integration Services,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1969,10/23/06,Y
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,10/1/09,N
SR0703,"35,377.54",07268,Computer Operator 3,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1990,12/1/12,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,04,Asian or Pacific Islander,1981,11/1/06,N
NS,"36,309.28",07379,Program Spec 2,State Trial Courts,Full Time,002,Professionals,M,02,Black,1961,10/31/06,N
TG063M,"34,388.06",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1967,11/6/06,N
SR0806,"42,995.51",10725,Security Officer 3,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,11/13/06,N
SR0807,"44,223.83",10725,Security Officer 3,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1981,11/13/06,N
CO0402,"46,588.67",07145,Correctional Officer Lieut,Sheriff,Full Time,004,Protective Service Workers,M,99,Unknown,1964,11/13/06,Y
SR1004,"49,593.90",10577,Sheriff Booking Supervisor,Sheriff,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1971,11/13/06,Y
PS0301,"41,539.89",06872,Police Officer 1,Police,Full Time,004,Protective Service Workers,F,02,Black,1963,7/16/15,N
CO0107,"39,801.23",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,11/13/06,N
,"10,660.00",09020,Seasonal/Part-time/Temporary,Election Commission,Part Time,006,Administrative Support,F,99,Unknown,1944,11/7/06,N
NS,"27,631.50",07244,Admin Svcs Officer 3,Sheriff,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1943,5/21/07,N
SR0708,"40,907.16",10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,11/13/06,N
CO0302,"42,178.09",06690,Correctional Officer Sergeant,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,11/13/06,N
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,11/13/06,N
PS0402,"47,542.70",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1981,10/1/13,N
CO0205,"41,767.19",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1978,11/13/06,N
SR0703,"35,377.54",02901,Library Assoc 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1982,11/13/06,N
SR0603,"31,737.38",10122,Office Support Rep 3,Juvenile Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1968,11/13/06,N
NS,"30,801.94",10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1941,11/1/06,N
SR1200,"57,589.79",06874,Human Resources Analyst 3,Human Resources,Full Time,002,Professionals,M,02,Black,1977,11/20/06,Y
SR1400,"79,330.07",07734,Contract Admin,Social Services,Full Time,002,Professionals,F,02,Black,1953,11/14/06,Y
PS0405,"52,145.60",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1962,2/19/08,N
TG0502,"30,372.42",06826,Equip Operator 1,Public Library,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1984,11/20/06,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1938,2/1/09,N
MAC01A,"24,524.51",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1982,11/27/06,N
MAC07C,"34,522.59",10227,Family Svcs Spec 2,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1977,11/27/06,N
SR0606,"34,714.20",10122,Office Support Rep 3,Juvenile Court,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1967,11/15/06,N
SR0705,"37,589.38",02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1954,12/4/06,N
SR1300,"72,547.67",07242,Admin Svcs Mgr,Police,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1963,12/1/06,Y
SR1200,"59,017.56",10152,Finance Officer 3,Emergency Communication Center,Full Time,002,Professionals,M,02,Black,1980,12/4/06,Y
SR1000,"49,187.84",10475,Information Sys Oper Analyst 1,Information Technology Service,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1982,12/7/06,N
TG1102,"41,175.68",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,F,02,Black,1974,2/2/13,N
NS,"27,641.53",10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,006,Administrative Support,F,99,Unknown,1966,4/3/07,N
MAC08B,"38,361.44",10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1982,12/11/06,N
TG1005,"44,074.80",00680,Automotive Mechanic,General Services,Full Time,007,Skilled Craft Workers,F,02,Black,1971,12/4/06,N
TG1105,"46,115.07",06081,Automotive Mechanic-Cert,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1975,12/4/06,N
CM00,"15,000.00",01334,Council Member,Metropolitan Council,Elected,002,Professionals,M,02,Black,1978,9/25/15,Y
SR0905,"46,259.74",07800,Trans Licensing Insp 2,Public Works,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1957,12/18/06,N
NS,"40,668.00",10816,Satellite position,Circuit Court Satellite,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1952,12/16/06,N
MAC07C,"34,522.59",10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1984,9/28/15,N
PS0406,"55,285.81",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,12/16/06,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,12/16/06,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,12/16/06,N
PS0406,"56,896.32",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,12/16/06,N
SR0910,"53,062.48",05340,Warrant Officer 2,Juvenile Court,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1963,12/18/06,N
SR1000,"51,753.21",07779,Info Systems App Analyst 1,Emergency Communication Center,Full Time,002,Professionals,F,02,Black,1964,12/18/06,N
NS,"35,624.92",07378,Program Spec 1,State Trial Courts,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,12/20/06,N
SR0805,"41,767.19",02670,Appraiser 2,Assessor of Property,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,12/26/06,N
SR1200,"55,639.67",05495,Probation Officer 3,Juvenile Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1974,12/11/06,Y
SR1200,"68,886.37",06874,Human Resources Analyst 3,Human Resources,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1957,1/1/07,Y
SR0906,"47,620.28",07241,Admin Asst,Assessor of Property,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1980,1/1/07,N
SR1001,"45,086.06",04710,Probation Officer 2,Juvenile Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1978,1/2/07,N
SR0603,"31,737.38",04630,Library Assoc 1,Public Library,Full Time,005,Para-Professional,F,02,Black,1986,1/1/07,N
SR1001,"45,086.06",10465,Water Quality Analyst 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1979,1/2/07,N
SR1200,"56,752.47",10152,Finance Officer 3,Social Services,Full Time,002,Professionals,F,02,Black,1982,1/3/07,Y
SR0904,"44,899.19",10103,Application Tech 3,General Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1985,1/3/07,N
NS,"35,726.48",06504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,1/8/07,N
SR0205,"10,942.88",05070,Library Page,Public Library,Part Time,005,Para-Professional,M,02,Black,1967,1/15/07,N
SR1000,"49,162.55",03455,Human Resources Analyst 2,Human Resources,Full Time,002,Professionals,M,02,Black,1951,1/22/07,N
MAC08B,"38,363.21",10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1965,2/11/08,N
SR1500,"126,714.60",07762,Special Projects Mgr,Planning Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,4/2/07,Y
SR1000,"55,971.20",07296,Engineer In Training,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,1/27/07,Y
NS,"29,061.52",06560,Deputy Criminal Ct Clerk 6,State Trial Courts,Full Time,006,Administrative Support,M,02,Black,1975,1/29/07,Y
TL0902,"41,408.51",07326,Maint & Repair Leader 2,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,1/29/07,N
TG064M,"35,701.51",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1988,1/29/07,N
TL0902,"41,408.51",10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1988,1/29/07,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,M,02,Black,1943,2/1/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,2/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1965,2/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,02,Black,1983,2/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,2/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,2/1/07,N
PS0601,"59,321.71",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1975,2/1/07,N
PS0604,"65,253.78",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1979,2/1/07,N
SR0800,"40,498.87",02730,Human Resources Analyst 1,Human Resources,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1980,1/29/07,N
NS,"51,960.59",06790,Deputy Clerk 4,County Clerk,Full Time,006,Administrative Support,F,02,Black,1983,8/5/13,N
,"55,000.00",07242,Admin Svcs Mgr,Office of Family Safety,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,1/19/16,Y
TG062M,"33,098.52",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1984,9/3/11,N
SR0803,"39,310.55",10745,WO Orders of Prot/Dis Op-DCSO,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1963,2/20/07,N
NS,"69,576.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,9/15/14,Y
MAC08B,"38,362.36",10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1983,1/11/10,N
MAC02A,"25,861.77",10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,M,02,Black,1955,9/14/15,N
SR1200,"59,567.17",10152,Finance Officer 3,Finance,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1985,7/1/08,Y
SR0805,"41,767.19",06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1982,3/1/07,N
CO0107,"39,801.23",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,3/1/07,N
SR0507,"31,912.24",10755,Call Center Operator-DCSO,Sheriff,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1957,3/1/07,N
SR0805,"41,767.19",06689,Sheriff Warrant Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,3/1/07,N
CO0101,"33,165.69",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,F,02,Black,1989,7/1/15,N
PS0405,"55,270.87",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1979,3/1/07,N
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1985,3/1/07,N
SR1003,"48,091.29",07247,Appraiser 3,Assessor of Property,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1981,8/22/11,N
SR0610,"38,683.28",01340,Ct Clerk,Circuit Court Clerk,Full Time,006,Administrative Support,F,02,Black,1956,2/26/07,N
SR0708,"40,907.16",10614,Security Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,3/7/07,N
PS0406,"56,896.32",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,3/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,3/1/07,N
CO0104,"36,483.46",06982,Correctional Officer 1,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1979,8/8/11,N
PS0404,"53,645.67",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,8/1/10,N
TG0803,"37,258.38",07303,Equip Operator 3,Public Works,Full Time,008,Service Maintenance,M,02,Black,1972,9/30/13,N
PS0604,"65,253.78",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1985,3/16/07,N
SR1400,"84,418.26",06531,Human Resources Mgr,Police,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,3/16/07,Y
TG062M,"33,099.04",07329,Maint & Repair Worker 3,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,3/12/07,N
SR1000,"47,050.51",07380,Program Spec 3,Health,Full Time,002,Professionals,M,02,Black,1969,5/18/15,N
TG0803,"37,258.38",07303,Equip Operator 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1976,2/16/13,N
TG0901,"36,191.88",03020,Masonry Worker,Parks,Full Time,008,Service Maintenance,M,02,Black,1972,3/14/07,N
SR0904,"44,899.19",07260,Social Worker 2,General Sessions Court,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,3/19/07,N
SR1001,"45,086.06",04710,Probation Officer 2,Juvenile Court,Full Time,002,Professionals,F,02,Black,1974,11/5/12,N
SR0803,"39,310.55",10124,Office Support Spec 2,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1987,1/1/10,N
SR1102,"51,303.05",10804,DCSO Instructor,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1977,3/27/07,N
SR1400,"80,107.82",00630,Attorney 2,Law,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1983,4/15/13,Y
RP0604,"9,145.34",09101,Part Time Worker 2,Parks,Seasonal,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1939,4/1/07,N
TG043M,"30,495.53",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1991,7/5/13,N
TG0503,"31,624.41",06826,Equip Operator 1,Public Works,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,4/1/07,N
SR1000,"45,086.06",10151,Finance Officer 2,Finance,Full Time,002,Professionals,F,02,Black,1987,2/1/16,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,4/1/07,N
PS0505,"61,051.19",07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,4/1/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,4/1/07,N
NS,"76,579.40",06559,Judicial Commissioner,General Sessions Court,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1971,1/1/07,Y
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1988,3/24/07,N
NS,"34,840.54",10315,Case Officer 2,State Trial Courts,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1966,4/2/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1986,4/7/07,N
TG063M,"34,388.06",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,4/7/07,N
TL1103,"47,135.22",07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1986,4/7/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1986,4/7/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1975,4/7/07,N
SR1003,"48,091.29",06598,Cust Svc Supv,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1962,4/7/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1984,4/7/07,N
TL1103,"47,135.22",07802,Treatment Plant Tech 3,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1984,4/7/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,4/16/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1978,4/16/07,N
PS0504,"59,255.69",07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,4/16/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,4/16/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,4/16/07,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1984,4/16/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,4/16/07,N
PS0406,"56,896.32",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,11/1/11,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1978,4/16/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1980,4/16/07,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1982,4/16/07,N
TG043M,"30,495.53",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1962,4/6/07,N
SR1001,"45,086.06",04710,Probation Officer 2,Juvenile Court,Full Time,002,Professionals,M,02,Black,1972,4/16/07,N
MAC07C,"34,522.59",10227,Family Svcs Spec 2,Metro Action Commission,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1966,4/16/07,N
SR0704,"36,483.46",02870,Legal Secretary 1,District Attorney,Full Time,006,Administrative Support,F,02,Black,1970,4/9/07,N
TG1205,"48,132.18",07302,Equip Mechanic-Certified,General Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1969,4/9/07,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1981,4/16/07,N
PS0406,"56,896.07",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1969,4/16/07,N
PS0406,"56,896.32",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,4/16/07,N
PS0402,"47,542.70",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,5/16/13,Y
TG0703,"35,357.21",06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,02,Black,1980,4/23/07,N
SR1000,"49,419.68",07244,Admin Svcs Officer 3,General Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,4/23/07,N
PS0405,"52,142.33",01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,4/16/07,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1983,4/21/07,N
SR0703,"35,377.54",07365,Police Operations Coord 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1976,5/1/07,N
PS0405,"53,706.60",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1986,5/1/07,N
SR1105,"56,266.60",10153,Finance Spec,Arts Commission,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,5/14/07,Y
SR0402,"18,361.20",06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1951,5/5/07,N
SR1104,"54,612.08",07756,Technical Specialist 1,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1981,12/7/15,Y
SR1000,"49,162.55",03455,Human Resources Analyst 2,Human Resources,Full Time,002,Professionals,F,04,Asian or Pacific Islander,1978,5/30/11,N
SR1300,"66,684.90",07242,Admin Svcs Mgr,Police,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1965,5/16/07,Y
SR0704,"27,362.40",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1986,5/25/07,N
SR0705,"18,041.09",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,M,02,Black,1985,6/4/10,N
SR0705,"28,189.20",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1986,5/25/07,N
SR0705,"37,589.38",06880,Recreation Leader,Parks,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1978,5/28/10,N
PS0504,"59,255.69",07357,Police Officer 2-Fld Trng Ofcr,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,5/21/07,N
PD0100,"64,095.06",10171,Asst Pub Defender,Public Defender,Full Time,002,Professionals,F,02,Black,1983,1/14/09,Y
CA0800,"61,942.40",07270,Cvn Ctr Event Mgr,Convention Center Authority,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1979,5/23/07,Y
NS,"69,575.00",00390,Asst District Attorney,District Attorney,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,2/1/16,Y
HD0300,"37,421.18",10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1969,10/22/12,N
PS0602,"61,299.07",07366,Police Sergeant,Police,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1983,6/1/07,N
PS0406,"53,675.54",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1981,6/1/07,N
SR0807,"44,223.83",10747,Work Release Monitor-DCSO,Sheriff,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1953,6/4/07,N
SR0701,"15,919.49",06880,Recreation Leader,Parks,Part Time,005,Para-Professional,F,02,Black,1989,6/1/07,N
SR0800,"47,908.79",07379,Program Spec 2,Health,Full Time,002,Professionals,M,02,Black,1985,5/29/12,N
SR0800,"39,620.75",01843,Environmentalist 1,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1983,6/11/07,N
SP0100,"9,822.27",03445,School Crossing Guard,Police,Part Time,004,Protective Service Workers,F,02,Black,1957,9/10/09,N
TS1203,"57,753.97",07317,Indust Maint Supv 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1960,6/16/07,N
TL1203,"49,221.87",06225,Indust Electrician 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1979,6/16/07,N
PS0406,"55,285.81",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1983,6/16/07,N
CA0400,"37,315.20",10709,Exhib Srvs Rep 2-MCC,Convention Center Authority,Full Time,006,Administrative Support,M,02,Black,1980,6/18/07,N
SR1300,"68,252.50",04855,Library Mgr 3,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1967,6/18/07,Y
CO0204,"40,538.87",06981,Correctional Officer 2,Sheriff,Full Time,004,Protective Service Workers,M,02,Black,1961,6/28/07,N
SR0502,"27,480.89",06085,Concessions Clerk 2,Parks,Full Time,006,Administrative Support,F,02,Black,1987,6/15/07,N
